"year","marital","age","race","rincome","partyid","relig","denom","tvhours"
2012,"Never married",21,"White","Lt $1000","Ind,near rep","None","Not applicable",4
2012,"Never married",28,"White","$20000 - 24999","Not str republican","Protestant","Southern baptist",NA
2012,"Never married",35,"White","$25000 or more","Not str republican","Protestant","Other",3
2012,"Married",52,"White","$25000 or more","Strong republican","Protestant","Methodist-dk which",1
2012,"Married",63,"Black","$6000 to 6999","Strong democrat","Protestant","Baptist-dk which",3
2012,"Divorced",46,"Black","$10000 - 14999","Strong democrat","Christian","Not applicable",0
2012,"Divorced",64,"White","$25000 or more","Not str republican","None","Not applicable",2
2012,"Married",29,"Black","Not applicable","Independent","Protestant","Baptist-dk which",NA
2012,"Married",41,"Black","$25000 or more","Not str democrat","Protestant","Other",3
2012,"Divorced",60,"Black","Not applicable","Strong democrat","Protestant","Southern baptist",NA
2012,"Married",38,"White","Not applicable","Independent","Protestant","Baptist-dk which",1
2012,"Widowed",81,"White","Not applicable","Strong republican","Protestant","Other",3
2012,"Divorced",52,"White","Not applicable","Ind,near dem","Protestant","Baptist-dk which",8
2012,"Married",62,"White","Not applicable","Strong republican","Protestant","Other",1
2012,"Divorced",46,"White","$25000 or more","Not str republican","Protestant","Baptist-dk which",2
2012,"Never married",27,"White","$4000 to 4999","Ind,near rep","Protestant","Southern baptist",NA
2012,"Married",43,"White","$25000 or more","Not str republican","Protestant","Southern baptist",3
2012,"Married",48,"White","$15000 - 19999","Strong republican","Protestant","Other baptists",4
2012,"Never married",37,"Black","Not applicable","Strong democrat","Protestant","Afr meth episcopal",5
2012,"Married",55,"White","Refused","Strong republican","Catholic","Not applicable",1
2012,"Never married",19,"White","$3000 to 3999","Not str republican","Protestant","Southern baptist",NA
2012,"Married",59,"White","Not applicable","Not str democrat","Protestant","Southern baptist",0
2012,"Never married",37,"Black","Refused","Not str democrat","Protestant","Baptist-dk which",5
2012,"Widowed",NA,"White","Not applicable","Strong democrat","Catholic","Not applicable",2
2012,"Married",37,"White","$25000 or more","Strong democrat","Protestant","Methodist-dk which",NA
2012,"Married",47,"Black","$25000 or more","Not str democrat","Protestant","No denomination",NA
2012,"Married",77,"Black","Not applicable","Strong democrat","Protestant","Baptist-dk which",8
2012,"Never married",21,"White","$5000 to 5999","Ind,near dem","None","Not applicable",6
2012,"Widowed",71,"Black","Not applicable","Strong democrat","Protestant","Afr meth ep zion",4
2012,"Married",59,"Black","Refused","Strong democrat","Protestant","Other",NA
2012,"Married",28,"Black","Not applicable","Strong democrat","Protestant","Other",2
2012,"Married",57,"White","$25000 or more","Not str republican","Christian","Not applicable",NA
2012,"Never married",37,"Other","$25000 or more","Ind,near rep","Hinduism","Not applicable",3
2012,"Never married",37,"Black","$20000 - 24999","Ind,near dem","Protestant","Baptist-dk which",2
2012,"Never married",49,"Black","Not applicable","Strong democrat","Protestant","Baptist-dk which",4
2012,"Divorced",63,"Black","$25000 or more","Ind,near dem","Buddhism","Not applicable",NA
2012,"Never married",22,"Black","Not applicable","Not str democrat","Protestant","Am bapt ch in usa",NA
2012,"Never married",45,"Black","$25000 or more","Strong democrat","Protestant","Southern baptist",5
2012,"Widowed",82,"Black","Not applicable","Not str democrat","Catholic","Not applicable",2
2012,"Divorced",59,"Black","Not applicable","Not str democrat","Protestant","Other",NA
2012,"Never married",41,"Black","$6000 to 6999","Not str democrat","Moslem/islam","Not applicable",3
2012,"Divorced",47,"White","$25000 or more","Independent","Protestant","Other baptists",NA
2012,"Never married",29,"White","Not applicable","Independent","Protestant","Baptist-dk which",NA
2012,"Divorced",52,"White","$10000 - 14999","Ind,near dem","Protestant","Southern baptist",3
2012,"Never married",24,"White","Don't know","Ind,near dem","Protestant","Southern baptist",NA
2012,"Widowed",72,"Black","Not applicable","Strong democrat","Protestant","Baptist-dk which",NA
2012,"Married",52,"Black","$10000 - 14999","Strong democrat","Protestant","Southern baptist",NA
2012,"Married",54,"White","$25000 or more","Independent","Protestant","Southern baptist",NA
2012,"Divorced",61,"White","$25000 or more","Ind,near dem","Protestant","Other",2
2012,"Married",37,"White","Not applicable","Strong republican","Christian","Not applicable",2
2012,"Married",65,"White","$25000 or more","Ind,near rep","Protestant","Presbyterian-dk wh",NA
2012,"Married",33,"White","$25000 or more","Strong republican","Protestant","Other baptists",2
2012,"Divorced",64,"White","$25000 or more","Not str republican","Protestant","United methodist",3
2012,"Married",52,"Black","Not applicable","Ind,near dem","Protestant","Afr meth episcopal",NA
2012,"Married",71,"White","Not applicable","Independent","Protestant","Baptist-dk which",NA
2012,"Divorced",65,"Black","$25000 or more","Strong democrat","Protestant","Other",3
2012,"Never married",19,"Black","Not applicable","Ind,near rep","None","Not applicable",3
2012,"Married",60,"Black","Not applicable","Strong democrat","Protestant","United methodist",NA
2012,"Divorced",60,"White","Not applicable","Strong republican","Catholic","Not applicable",NA
2012,"Never married",25,"Black","$25000 or more","Not str democrat","Protestant","Baptist-dk which",4
2012,"Married",51,"White","$25000 or more","Not str republican","Catholic","Not applicable",3
2012,"Married",66,"White","Not applicable","Not str republican","None","Not applicable",NA
2012,"Divorced",68,"White","Not applicable","Strong democrat","Catholic","Not applicable",NA
2012,"Divorced",52,"White","$15000 - 19999","Strong democrat","Other","Not applicable",NA
2012,"Never married",37,"White","$25000 or more","Strong democrat","None","Not applicable",4
2012,"Widowed",87,"White","Not applicable","Not str republican","Protestant","Baptist-dk which",3
2012,"Never married",26,"White","$15000 - 19999","Not str democrat","None","Not applicable",1
2012,"Married",76,"White","Not applicable","Not str democrat","Catholic","Not applicable",3
2012,"Married",47,"White","$15000 - 19999","Not str democrat","Catholic","Not applicable",1
2012,"Divorced",52,"White","$25000 or more","Strong democrat","None","Not applicable",2
2012,"Married",68,"Other","$25000 or more","Ind,near rep","Protestant","Southern baptist",2
2012,"Married",53,"White","Refused","Strong republican","Protestant","Southern baptist",2
2012,"Widowed",60,"White","Not applicable","Independent","Protestant","Baptist-dk which",3
2012,"Never married",30,"White","$10000 - 14999","Ind,near dem","Protestant","Am lutheran",0
2012,"Widowed",82,"White","Not applicable","Strong republican","Protestant","Other baptists",10
2012,"Married",34,"White","$3000 to 3999","Ind,near rep","Christian","Not applicable",2
2012,"Married",65,"White","Not applicable","Strong democrat","Catholic","Not applicable",NA
2012,"Divorced",57,"White","$25000 or more","Not str republican","Catholic","Not applicable",1
2012,"Never married",65,"White","$25000 or more","Not str democrat","Protestant","Other",3
2012,"Married",73,"White","Not applicable","Not str democrat","Protestant","United methodist",7
2012,"Married",50,"White","$20000 - 24999","Strong republican","Protestant","Southern baptist",10
2012,"Divorced",41,"White","$10000 - 14999","Independent","Catholic","Not applicable",3
2012,"Married",44,"White","Refused","Not str republican","Catholic","Not applicable",NA
2012,"Divorced",74,"White","Not applicable","Ind,near dem","None","Not applicable",0
2012,"Never married",19,"White","$1000 to 2999","Ind,near rep","Protestant","Other baptists",3
2012,"Widowed",69,"White","$8000 to 9999","Ind,near rep","Catholic","Not applicable",NA
2012,"Married",62,"White","$25000 or more","Not str republican","Protestant","Methodist-dk which",1
2012,"Married",28,"White","Lt $1000","Ind,near dem","Native american","Not applicable",6
2012,"Separated",44,"White","$25000 or more","Ind,near rep","Protestant","United methodist",NA
2012,"Married",66,"White","Not applicable","Strong democrat","Protestant","Presbyterian c in us",3
2012,"Married",84,"White","Not applicable","Ind,near rep","Protestant","Other baptists",4
2012,"Married",29,"White","Not applicable","Other party","Protestant","Baptist-dk which",NA
2012,"Married",87,"White","Not applicable","Not str democrat","Protestant","United methodist",3
2012,"Married",75,"White","Not applicable","Not str republican","Protestant","Other",NA
2012,"Divorced",47,"White","Not applicable","Strong republican","Protestant","Other",4
2012,"Widowed",86,"White","Refused","Not str republican","Protestant","Other",NA
2012,"Separated",55,"White","$10000 - 14999","Ind,near rep","None","Not applicable",2
2012,"Married",76,"White","Not applicable","Strong republican","Protestant","Am baptist asso",3
2012,"Widowed",84,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
2012,"Widowed",80,"White","Not applicable","Independent","Catholic","Not applicable",2
2012,"Married",63,"White","Refused","Other party","Protestant","No denomination",NA
2012,"Married",42,"White","$25000 or more","Not str republican","Protestant","Other",0
2012,"Married",59,"White","$25000 or more","Not str democrat","Protestant","United methodist",NA
2012,"Married",55,"White","$15000 - 19999","Not str republican","Protestant","Other baptists",15
2012,"Married",44,"White","$7000 to 7999","Not str democrat","Protestant","Episcopal",1
2012,"Married",50,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
2012,"Married",47,"White","$25000 or more","Strong republican","Catholic","Not applicable",1
2012,"Married",51,"White","$25000 or more","Strong democrat","Catholic","Not applicable",1
2012,"Divorced",50,"White","$20000 - 24999","Not str democrat","Protestant","No denomination",1
2012,"Married",70,"White","$5000 to 5999","Strong democrat","Catholic","Not applicable",2
2012,"Married",30,"White","$25000 or more","Strong democrat","Catholic","Not applicable",2
2012,"Never married",25,"White","$15000 - 19999","Independent","Catholic","Not applicable",NA
2012,"Never married",25,"White","Not applicable","Not str democrat","Buddhism","Not applicable",1
2012,"Divorced",54,"Black","Not applicable","Strong democrat","Protestant","Am bapt ch in usa",NA
2012,"Divorced",68,"White","$20000 - 24999","Not str democrat","Protestant","United methodist",5
2012,"Divorced",47,"White","$25000 or more","Independent","None","Not applicable",1
2012,"Widowed",88,"White","Not applicable","Strong democrat","None","Not applicable",NA
2012,"Married",77,"White","$7000 to 7999","Strong republican","Protestant","Episcopal",4
2012,"Never married",28,"White","$25000 or more","Not str republican","Catholic","Not applicable",3
2012,"Married",58,"White","Not applicable","Not str republican","None","Not applicable",NA
2012,"Divorced",60,"White","$25000 or more","Not str democrat","Orthodox-christian","Not applicable",1
2012,"Married",62,"White","$25000 or more","Strong democrat","Catholic","Not applicable",4
2012,"Married",38,"White","$1000 to 2999","Not str democrat","Catholic","Not applicable",NA
2012,"Never married",25,"Black","Lt $1000","Independent","None","Not applicable",3
2012,"Never married",34,"Black","$15000 - 19999","Strong democrat","None","Not applicable",3
2012,"Widowed",89,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
2012,"Never married",36,"White","Not applicable","Independent","Christian","Not applicable",NA
2012,"Married",53,"White","$25000 or more","Not str democrat","Catholic","Not applicable",4
2012,"Married",46,"Black","$25000 or more","Other party","None","Not applicable",5
2012,"Widowed",69,"White","$25000 or more","Other party","Protestant","United methodist",NA
2012,"Separated",63,"White","Not applicable","Strong democrat","Catholic","Not applicable",5
