tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N908XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N909DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N909DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N909EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N909FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N909WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N909XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N910AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N910DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N910DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N910DN,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N910FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N910FR,2002,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N910WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N910XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N911DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N911DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N911DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N911FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N912DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N912DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N912FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N912WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N912XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N913DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N913DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N913DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N913EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N913FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N913JB,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N913WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N913XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N914DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N914DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N914DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N914FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N914WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N914XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N915AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N915DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N915DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N915DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N915FJ,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N915WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N915XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N916DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N916DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N916DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N916FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N916WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N916XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N917DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N917DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N917DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N917FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N917WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N917XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N918DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N918DH,1998,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N918DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N918FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N918WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N918XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N919AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N919DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N919DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N919DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N919FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N919WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N919XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N920AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N920DE,1993,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N920DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N920DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N920FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N920WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N920XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N921AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N921DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N921DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N921FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N921WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N921XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N922AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N922DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N922EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N922FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N922WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N922XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N923AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N923DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N923DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N923FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N923WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N923XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N924AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N924DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N924FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N924WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N924XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N925AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N925DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N925FJ,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N925WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N925XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N926AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N926DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N926EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N926LR,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N926WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N926XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N927AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N927DA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N927LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N927WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N927XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N928AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N928DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N928DN,NA,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N928EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N928LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N928WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N928XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N929AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N929DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N929DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N929LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N929WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N929XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N930AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N930DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N930LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N930WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N930XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N931DL,1988,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N931LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N931WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N931XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N932AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N932DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N932DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N932LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N932WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N932XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N933AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N933DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N933DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N933LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N933WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N933XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N934AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N934DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N934FJ,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N934WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N934XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N935AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N935DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N935LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N935WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N935XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N936AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N936DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N936WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N936XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N937AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N937DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N937DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N937WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N937XJ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N938AT,2006,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N938DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N938LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N938WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N939AT,2006,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N939DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N939DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N939LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N939WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N940AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N940DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N940UW,1995,Fixed wing multi engine,BOEING,757-2B7,2,178,NA,Turbo-fan
N940WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N941DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N941DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N941FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N941UW,1995,Fixed wing multi engine,BOEING,757-2B7,2,178,NA,Turbo-fan
N941WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N942AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N942DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N942LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N942WN,2009,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N943AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N943DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N943DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N943FR,2005,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N943WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N944AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N944DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N944DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N944UW,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N944WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N945AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N945DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N945DN,1998,Fixed wing multi engine,BOEING,MD-90-30,2,142,NA,Turbo-fan
N945UW,NA,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N945WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N946AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N946DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N946UW,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N946WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N947AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N947DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N947UW,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N947WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N948AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N948DL,1989,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N948FR,2006,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N948UW,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N948WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N949AT,1999,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N949DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N949UW,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N949WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N950AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N950DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N950UW,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N950WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N951AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N951DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N951FR,2009,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N951UW,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N951WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N952AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N952DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N952FR,2010,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N952UW,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N952WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N953AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N953DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N953DN,NA,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N953FR,2010,Fixed wing multi engine,AIRBUS,A319-112,2,100,NA,Turbo-fan
N953UW,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N953WN,2010,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N954AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N954DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N954UW,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N954WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N955AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N955DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N955DN,1996,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N955UW,2008,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N955WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N956AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N956DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N956DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N956LR,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N956UW,2008,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N956WN,2011,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N957AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N957DL,1990,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N957DN,1997,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-fan
N957UW,2008,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
